show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s4769,Movie,Camarón: The Film,Alexis Morante,Juan Diego,Spain,2018-07-18,2018,TV-14,105 min,"Documentaries, International Movies, Music & Musicals","This documentary looks back on the life of legendary flamenco singer Camarón, who went from humble roots to rock star status to a tragic early death."
s4770,Movie,GODZILLA City on the Edge of Battle,"Kobun Shizuno, Hiroyuki Seshita","Mamoru Miyano, Takahiro Sakurai, Kana Hanazawa, Tomokazu Sugita, Yuki Kaji, Junichi Suwabe, Reina Ueda, Ari Ozawa, Daisuke Ono, Kenta Miyake, Kenyu Horiuchi, Kazuya Nakai, Kazuhiro Yamaji",Japan,2018-07-18,2018,TV-14,101 min,"Action & Adventure, Anime Features, International Movies","On Earth, Haruo and his companions make contact with the indigenous Houtua tribe. To defeat Godzilla, they set out for the old Mechagodzilla facility."
s4771,Movie,Going for Gold,Clay Glen,"Kelli Berglund, Emily Morris, Terry Rogers, Jess Kuss, Jo Stone, Elysia Markou, Daisy Anderson, Ruth Natalie Fallon, Henry Turczynowicz, Martha Lott",Australia,2018-07-15,2018,TV-G,88 min,"Children & Family Movies, Dramas, International Movies","After moving to Australia, an American teen convinces her new friends to form a cheer squad and take on their biggest rivals in competition."
s4774,Movie,How It Ends,David M. Rosenthal,"Theo James, Forest Whitaker, Kat Graham, Nicole Ari Parker, Mark O'Brien, Grace Dove",United States,2018-07-13,2018,TV-MA,113 min,"Action & Adventure, Sci-Fi & Fantasy","When a mysterious disaster turns the country into a war zone, a young lawyer heads west with his future father-in-law to find his pregnant fiancée."
s4775,Movie,Jim Jefferies: This Is Me Now,Scott Zabielski,Jim Jefferies,United States,2018-07-13,2018,TV-MA,71 min,Stand-Up Comedy,"The gleefully irreverent Jefferies skewers ""grabby"" celebrities, political hypocrisy and his own ill-advised career moves in a brash stand-up special."
s4776,Movie,Romina,Diego Cohen,"Francisca Lozano, Oliver Nava, Arantza Ruiz, Claudia Zepeda, Walter Bercht, Roberto Beck, Victor Bonilla, Eduardo Negrete",Mexico,2018-07-13,2018,TV-MA,75 min,"Horror Movies, Independent Movies, International Movies",A shocking assault inspires horrific violence when a group of teens encounters a girl from their school while camping in a remote spot.
s4782,Movie,Luciano Mellera: Infantiloide,"Raúl Campos, Jan Suter",Luciano Mellera,Argentina,2018-07-06,2018,TV-14,66 min,Stand-Up Comedy,Argentina's Luciano Mellera emphasizes the humorous and fantastical aspects of childhood through comedic impersonations and insights on daily life.
s4783,Movie,The Legacy of a Whitetail Deer Hunter,Jody Hill,"Josh Brolin, Danny McBride, Montana Jordan, Scoot McNairy, Carrie Coon",United States,2018-07-06,2018,TV-14,83 min,"Action & Adventure, Comedies, Dramas",A star of hunting videos strives to bond with his 12-year-old son on a wilderness trip but learns familial connections can't be forced.
s4784,Movie,The Skin of the Wolf,Samu Fuentes,"Mario Casas, Irene Escolar, Ruth Díaz",Spain,2018-07-06,2018,TV-MA,110 min,"Dramas, Independent Movies, International Movies",An animal trapper living in an abandoned mountain town in northern Spain seeks to resolve his loneliness by securing a wife.
s4785,Movie,White Fang,Alexandre Espigares,"Nick Offerman, Rashida Jones, Paul Giamatti, Eddie Spears, David Boat, Sean Kenin, Raquel Antonia, Daniel Hagen, Stephen Kramer Glickman, William Calvert, Jason Grasl, Armando Riesco","France, Luxembourg, United States",2018-07-06,2018,TV-PG,88 min,"Children & Family Movies, Dramas",A loyal wolfdog's curiosity leads him on the adventure of a lifetime while serving a series of three distinctly different masters.
s4790,Movie,King of Peking,Sam Voutas,"Zhao Jun, Wang Naixun, Han Qing, Si Chao, Geng Bowen, Yi Long","China, United States, Australia",2018-07-02,2018,TV-14,88 min,"Comedies, Dramas, International Movies","Strapped for cash, a traveling projectionist begins to run a DVD pirating business, putting him at odds with his young, skeptical son."
s4795,Movie,Duck Butter,Miguel Arteta,"Alia Shawkat, Laia Costa, Mae Whitman, Hong Chau, Kate Berlant, Lindsay Burdge, Kumail Nanjiani, Mark Duplass, Jay Duplass, Jenny O'Hara",United States,2018-07-01,2018,TV-MA,94 min,"Dramas, Independent Movies, LGBTQ Movies","Wary of dishonesty in relationships, two young women embark on a 24-hour experiment on intimacy, but their romance flounders as the clock winds down."
s4797,Movie,My Birthday Song,Samir Soni,"Sanjay Suri, Nora Fatehi, Zenia Starr, Suparna Krishna, Elena Kazan",India,2018-07-01,2018,TV-14,92 min,"Dramas, International Movies, Thrillers","After a wild night of impulse and infidelity, advertising executive Rajiv Kaul must navigate the blurred lines between life, death, fact and fiction."
s4800,Movie,Soul Robbers,Juan Antonio de la Riva,"Sofía Sisniega, Natasha Dupeyron, Ana Sofía Durán, Javier Escobar, Luis Gatica, Juan Ángel Esparza, Jorge Luis Moreno, Arnulfo Reyes Sanchez, Tizoc Arroyo, José Enot, Ricardo Dalmacci, Harding Junior, Claudine Sosa, Pablo Valentín",Mexico,2018-07-01,2015,TV-14,88 min,"Horror Movies, International Movies","During Mexico's War of Independence, a group of men face unimaginable horrors when they attempt to steal from the seemingly helpless Cordero sisters."
s4802,Movie,What We Started,"Bert Marcus, Cyrus Saidi",,United States,2018-07-01,2017,TV-MA,96 min,"Documentaries, Music & Musicals","DJs and industry insiders offer a backstage pass to the world of electronic dance music, reflecting on its radical origins and the future of the genre."
s4803,Movie,Zoo,Shlok Sharma,"Shashank Arora, Shweta Tripathi, Rahul Kumar, Gopal K. Singh, Yogesh Kurme, Prince Daniel",India,2018-07-01,2018,TV-MA,94 min,"Dramas, Independent Movies, International Movies","A drug dealer starts having doubts about his trade as his brother, his client, and two rappers from the slums each battle their own secret addictions."
s4806,Movie,The Maus,Yayo Herrero,"Alma Terzic, August Wittgenstein, Aleksandar Seksan, Sanin Milavic, Diana Fernández Pérez, Ella Jazz",Spain,2018-06-30,2017,TV-MA,90 min,"Horror Movies, Independent Movies, International Movies","While traveling with her German boyfriend, Selma is confronted by the violent remnants of the Bosnian War and the ethnic cleansing her family faced."
s4807,Movie,Calibre,Matt Palmer,"Jack Lowden, Martin McCann, Tony Curran, Ian Pirie, Cameron Jack",United Kingdom,2018-06-29,2018,TV-MA,101 min,"Dramas, International Movies, Thrillers",Two lifelong friends on a hunting trip in Scotland find their nerves – and their morals – ruthlessly tested after a harrowing turn of events.
s4809,Movie,Jani Dueñas: Grandes fracasos de ayer y hoy,"Raúl Campos, Jan Suter",Jani Dueñas,Chile,2018-06-29,2018,TV-MA,77 min,Stand-Up Comedy,"Chilean comedian and personality Jani Dueñas pours out her feelings on issues that are all too universal, from aging to dieting to sex."
s4811,Movie,Penalty Kick,Rodrigo Triana,"Adrián Uribe, Julieth Restrepo, Carlos Manuel Vesga, José Sefami, Mary Paz Mata, Alicia Sandoval, Teresa Monroy, Eduardo Ibarrola","Colombia, Mexico",2018-06-29,2018,TV-14,89 min,"Comedies, Dramas, International Movies","Convinced Mexico will lose the World Cup qualifier without him, a soccer superfan faces an impossible choice when family obligations stand in his way."
s4812,Movie,Recovery Boys,Elaine McMillion Sheldon,,United States,2018-06-29,2018,TV-MA,90 min,Documentaries,"In a region ravaged by opioid abuse, four young men in a farming-based rehab forge a bond as they try to reinvent their lives after years of addiction."
s4813,Movie,TAU,Federico D'Alessandro,"Maika Monroe, Ed Skrein, Gary Oldman",United States,2018-06-29,2018,R,98 min,"Sci-Fi & Fantasy, Thrillers","Kidnapped by an inventor who uses her as a test subject to perfect his robotic AI, a street-smart young woman tries to escape her high-tech prison."
s4815,Movie,W. Kamau Bell: Private School Negro,Shannon Hartman,W. Kamau Bell,United States,2018-06-26,2018,TV-MA,66 min,Stand-Up Comedy,"Comedian W. Kamau Bell muses on parenting in the Trump era, ""free speech"" dustups, woke children's TV and his fear of going off the grid."
s4818,Movie,"To Each, Her Own",Myriam Aziza,"Sarah Stern, Jean-Christophe Folly, Julia Piaton, Arié Elmaleh, Clémentine Poidatz, Stéphane Debac, Richard Berry, Catherine Jacob",France,2018-06-24,2018,TV-MA,95 min,"Comedies, International Movies, LGBTQ Movies","Just as Simone works up the courage to tell her conservative Jewish family she's a lesbian, she finds herself attracted to a male Senegalese chef."
s4820,Movie,Brain on Fire,Gerard Barrett,"Chloë Grace Moretz, Thomas Mann, Richard Armitage, Jenny Slate, Carrie-Anne Moss, Tyler Perry, Alex Zahara","United States, Canada, Ireland",2018-06-22,2016,PG-13,89 min,"Dramas, Independent Movies, International Movies","Stricken with seizures, psychosis and memory loss, a young New York Post reporter visits doctor after doctor in search of an elusive diagnosis."
s4821,Movie,Derren Brown: Miracle,,Derren Brown,United Kingdom,2018-06-22,2018,TV-MA,74 min,International Movies,"Illusionist Derren Brown reinvents the concept of ""faith healing” through a series of stunts that debunk the confines of fear, pain and disbelief."
s4823,Movie,Us and Them,Rene Liu,"Jing Boran, Zhou Dongyu, Zhuangzhuang Tian, Qu Zheming, Zhang Zixian",China,2018-06-22,2018,TV-MA,119 min,"Dramas, International Movies, Romantic Movies","Two strangers meet on a train and form a bond that evolves over the years. After a separation, they reconnect and reflect on their love for each other."
s4824,Movie,Hannah Gadsby: Nanette,"Madeleine Parry, Jon Olb",Hannah Gadsby,Australia,2018-06-19,2018,TV-MA,70 min,Stand-Up Comedy,"Australian comic Hannah Gadsby reshapes standard stand-up by pairing punchlines with personal revelations on gender, sexuality and childhood turmoil."
s4826,Movie,Lust Stories,"Zoya Akhtar, Karan Johar, Anurag Kashyap, Dibakar Banerjee","Vicky Kaushal, Bhumi Pednekar, Radhika Apte, Neha Dhupia, Manisha Koirala, Akash Thosar, Randeep Jha, Neil Bhoopalam, Jaideep Ahlawat, Sanjay Kapoor, Kiara Advani",India,2018-06-15,2018,TV-MA,121 min,"Comedies, Dramas, International Movies","In the companion to 2013's ""Bombay Talkies,"" four short films by four of India's biggest directors explore love, sex and relationships in modern India."
s4827,Movie,Maktub,Oded Raz,"Guy Amir, Hanan Savyon, Itzik Cohen, Igal Naor",Israel,2018-06-15,2018,TV-MA,106 min,"Comedies, International Movies","After surviving a bomb attack, two low-level mobsters in Jerusalem change their ways and set about making strangers' Wailing Wall prayers come true."
s4828,Movie,Pacificum: Return to the Ocean,"Mariana Tschudi, Héctor Gálvez",,Peru,2018-06-15,2017,TV-G,74 min,"Documentaries, International Movies","Four scientists offer a sweeping yet intimate exploration of Peru's majestic coastline by land, sea and air."
s4829,Movie,Set It Up,Claire Scanlon,"Zoey Deutch, Glen Powell, Lucy Liu, Taye Diggs, Meredith Hagner, Pete Davidson, Tituss Burgess",United States,2018-06-15,2018,TV-MA,106 min,"Comedies, Romantic Movies","In desperate need of a break from the office, two beleaguered assistants team up to trick their workaholic bosses into falling in love."
s4830,Movie,Sunday's Illness,Ramón Salazar,"Bárbara Lennie, Susi Sánchez, Miguel Ángel Solá, Richard Bohringer",Spain,2018-06-15,2017,PG-13,113 min,"Dramas, Independent Movies, International Movies","Decades after being abandoned as a young child, Chiara finds her mother and asks her to spend 10 days together in a remote location."
s4831,Movie,The last hour,Eduardo Mendoza de Echave,"Pietro Sibille, Nidia Bermejo, Toño Vega, Tommy Párraga, Fausto Molina, Katerina D'Onofrio, Haysen Percovich, Emilram Cossío, Sandro Calderón, Tony Dulzaidez","Chile, Peru",2018-06-15,2017,TV-MA,119 min,"Dramas, International Movies","In this compelling true story, two Peruvian detectives go undercover to locate and capture the elusive leader of the Shining Path guerrilla army."
s4834,Movie,Alex Strangelove,Craig Johnson,"Daniel Doheny, Madeline Weinstein, Antonio Marziale, Daniel Zolghadri, Annie Q., Nik Dodani, Fred Hechinger, Kathryn Erbe, Isabella Amara, Sophie Faulkenberry",United States,2018-06-08,2018,TV-MA,100 min,"Comedies, Dramas, Independent Movies",High school senior Alex Truelove's plan to lose his virginity to lovable girlfriend Claire goes awry when he meets the equally lovable Elliot.
s4835,Movie,Ali's Wedding,Jeffrey Walker,"Osamah Sami, Don Hany, Helana Sawires, Frances Duca, Majid Shokor, Rodney Afif, Ghazi Alkinani, Ryan Corr",Australia,2018-06-08,2018,TV-MA,110 min,"Comedies, Independent Movies, International Movies","After telling a white lie that spins out of control, the son of an Iraqi-born cleric in Melbourne becomes torn between family duty and his own heart."
s4836,Movie,Franco Escamilla: Por la anécdota,Ulises Valencia,Franco Escamilla,Mexico,2018-06-08,2018,TV-MA,66 min,Stand-Up Comedy,Mexican stand-up comedian Franco Escamilla draws his jokes from real-life experiences – and he's willing to do anything for new material.
s4840,Movie,B.A. Pass 2,Shadab Khan,"Kritika Sachdeva, Sasho, Sanghmitra Hitaishi, Indraneil Sengupta, Saurabh Dubey, Shubhangi Latkar, Sukhbir Kaur Lamba, Arav Chowdharry",India,2018-06-01,2017,TV-14,126 min,"Dramas, International Movies","A young woman eager to avoid an arranged marriage moves to Mumbai, where she learns hard truths about show business, life and love."
s4841,Movie,Bad Genius,Nattawut Poonpiriya,"Chutimon Chuengcharoensukying, Chanon Santinatornkul, Teeradon Supapunpinyo, Eisaya Hosuwan, Thaneth Warakulnukroh, Sarinrat Thomas, Ego Mikitas, Pasin Kuansataporn, Sahajak Boonthanakit, Kanjana Vinaipanid",Thailand,2018-06-01,2017,TV-MA,130 min,"Dramas, International Movies, Thrillers",A top student gets pulled into a cheating racket with increasingly higher risks and even higher rewards. But she may lose much more than she gains.
s4843,Movie,Outside In,Lynn Shelton,"Jay Duplass, Edie Falco, Kaitlyn Dever, Ben Schwartz, Louis Hobson, Alycia Delmore, Pamela Reed, Matt Malloy, Aaron Blakely",United States,2018-06-01,2018,TV-MA,110 min,"Dramas, Independent Movies","After serving time for a crime he didn’t commit, a 38-year-old man forms a complicated, life-altering bond with the woman who advocated for his early release."
s4844,Movie,Pedal the World,Felix Starck,Felix Starck,Germany,2018-06-01,2015,TV-MA,85 min,"Documentaries, International Movies, Sports Movies","Over the course of one memorable and adventure-filled year, Felix Starck documents his 18,000-kilometer bicycle journey across 22 countries."
s4848,Movie,Sara's Notebook,Norberto López Amado,"Belén Rueda, Marian Álvarez, Iván Mendes, Manolo Cardona, Nick Devlin, Florin Opritescu",Spain,2018-05-26,2018,TV-MA,117 min,"Dramas, International Movies, Thrillers","A naive Madrid lawyer travels to Africa to search for her younger sister, who has gone missing in a part of Congo plagued by violence and strife."
s4850,Movie,Fernando Sanjiao: Hombre,"Raúl Campos, Jan Suter",Fernando Sanjiao,Argentina,2018-05-25,2018,TV-MA,63 min,Stand-Up Comedy,Argentine actor and comedian Fernando Sanjiao uses humor and impersonations to explore the concepts of masculinity and fatherhood in modern times.
s4851,Movie,Ibiza,Alex Richanbach,"Gillian Jacobs, Vanessa Bayer, Phoebe Robinson, Richard Madden, Michaela Watkins, Félix Gómez",United States,2018-05-25,2018,TV-MA,94 min,"Comedies, Romantic Movies","When Harper is sent to Spain for an important work meeting, her hard-partying friends tag along and convince her to pursue a fling with a famous DJ."
s4852,Movie,Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,Marcus Raboy,"Steve Martin, Martin Short",United States,2018-05-25,2018,TV-14,74 min,Stand-Up Comedy,"Longtime pals and showbiz icons Steve Martin and Martin Short share countless quips, catchy tunes and hilarious stories about their lives in comedy."
s4855,Movie,Tig Notaro Happy To Be Here,Tig Notaro,Tig Notaro,United States,2018-05-22,2018,TV-14,58 min,Stand-Up Comedy,"Comedian Tig Notaro unleashes her inner prankster in a playful stand-up special packed with funny anecdotes, parenting confessions and more."
s4856,Movie,Catching Feelings,Kagiso Lediga,"Kagiso Lediga, Pearl Thusi, Akin Omotoso, Andrew Buckland",South Africa,2018-05-18,2018,TV-MA,117 min,"Comedies, International Movies, Romantic Movies","Amid growing tensions in their marriage, a Johannesburg professor and his journalist wife find their lives upended by a famous, hard-partying author."
s4860,Movie,Food on the Go,Mercedes Cordova,,"Argentina, Italy",2018-05-16,2017,TV-MA,66 min,"Documentaries, International Movies","Epicureans and experts trace the migration of Italian cuisine and its evolution in the Americas, delving into the ideas of origin, diaspora and heritage."
s4861,Movie,Aiyaary,Neeraj Pandey,"Sidharth Malhotra, Manoj Bajpayee, Rakul Preet Singh, Pooja Chopra, Adil Hussain, Kumud Mishra, Naseeruddin Shah, Anupam Kher, Vikram Gokhale, Juhi Babbar",India,2018-05-15,2018,TV-MA,158 min,"Action & Adventure, Dramas, International Movies","When his protégé goes rogue and poses a grave threat to the government he serves, a veteran officer of the Indian Army tries to stop him at all costs."
s4864,Movie,Ali Wong: Hard Knock Wife,Jay Karas,Ali Wong,United States,2018-05-13,2018,TV-MA,64 min,Stand-Up Comedy,"Two years after the hit ""Baby Cobra,"" Ali Wong is back with another baby bump – and a torrent of hilarious truths about marriage and motherhood."
s4865,Movie,Spivak,"Anthony Abrams, Adam Larson Broder","Michael Bacall, Maggie Lawson, Elden Henson, Robert Kazinsky, Mark Webber, Chloe Wepper",United States,2018-05-12,2017,TV-MA,92 min,"Comedies, Independent Movies",Struggling writer Wally Spivak is stuck in a rut – until he meets an engaged couple and starts to see life in a whole new way.
s4867,Movie,Carlos Ballarta: Furia Ñera,"Raúl Campos, Jan Suter",Carlos Ballarta,Mexico,2018-05-11,2018,TV-MA,63 min,Stand-Up Comedy,Mexican comic Carlos Ballarta mocks himself and points out the absurdities of parenthood and how he uses his wife's pregnancies to avoid commitments.
s4869,Movie,The Kissing Booth,Vince Marcello,"Joey King, Joel Courtney, Jacob Elordi, Molly Ringwald","United Kingdom, United States",2018-05-11,2018,TV-14,105 min,"Comedies, Romantic Movies","When teenager Elle's first kiss leads to a forbidden romance with the hottest boy in high school, she risks her relationship with her best friend."
s4871,Movie,Hari Kondabolu: Warn Your Relatives,Bobcat Goldthwait,Hari Kondabolu,United States,2018-05-08,2018,TV-MA,67 min,Stand-Up Comedy,"Hari Kondabolu breaks down identity politics, celebrity encounters, his mango obsession and more in an unpredictable stand-up comedy special."
s4873,Movie,Family Blood,Sonny Mallhi,"James Ransone, Vinessa Shaw, Ajiona Alexus, Colin Ford",United States,2018-05-05,2018,TV-MA,92 min,Horror Movies,"A former addict moves to a new city with her children for a fresh start, but her struggle soon takes on an unexpected, supernatural dimension."
s4874,Movie,Pup Star: World Tour,Robert Vince,"Jed Ress, Makenzie Moss, Denisse Ojeda, Reggie De Leon, David DeLuise, Kaitlyn Maher, Jorge Diaz, George Newbern, Diedrich Bader, Mackenzie Sol","Canada, Japan, United States",2018-05-05,2018,G,87 min,"Children & Family Movies, Comedies, Music & Musicals","Talented pooches from around the world compete to be the next Pup Star, but behind-the-scenes schemes threaten to ruin the fun."
s4876,Movie,Anon,Andrew Niccol,"Clive Owen, Amanda Seyfried, Colm Feore, Sonya Walger, Mark O'Brien, Joe Pingue, Iddo Goldberg, Sebastian Pigott, Rachel Roberts, Ethan Tavares","United Kingdom, Canada, United States, Germany",2018-05-04,2018,TV-MA,100 min,"Dramas, Sci-Fi & Fantasy, Thrillers","In a future where technology has rendered privacy obsolete, a detective investigates a serial assassin who has been deleted from all visual records."
s4877,Movie,Dany Boon: Des Hauts De France,Isabelle Nanty,Dany Boon,France,2018-05-04,2018,TV-MA,113 min,Stand-Up Comedy,"In an eclectic one-man show, French superstar Dany Boon reflects on his homeland, his first comedy gig and the challenges of parenting hostile teens."
s4878,Movie,End Game,"Rob Epstein, Jeffrey Friedman",,United States,2018-05-04,2018,TV-PG,40 min,Documentaries,"Facing an inevitable outcome, terminally ill patients meet extraordinary medical practitioners seeking to change our approach to life and death."
s4879,Movie,Forgive Us Our Debts,Antonio Morabito,"Marco Giallini, Claudio Santamaria, Jerzy Stuhr, Flonja Kodheli","Italy, Switzerland, Albania, Poland",2018-05-04,2018,TV-MA,105 min,"Dramas, International Movies","Threatened by creditors, a newly unemployed man agrees to work for a debt collector, but soon discovers his deal with the devil has unexpected costs."
s4881,Movie,Lo más sencillo es complicarlo todo,Rene Bueno,"Danna Paola, Marjorie De Sousa, Alosian Vivancos, Daniela Wong, Lalo Brito, Eduardo Tanús, Paulina Matos, Fernando Sarfati, Lorena San Martín, Consuelo Vega",Mexico,2018-05-04,2018,TV-14,94 min,"Comedies, International Movies, Romantic Movies","When a 17-year-old learns the TV news host she pines for is engaged, she and her best friend launch an elaborate plan to prevent his marriage."
s4882,Movie,Manhunt,John Woo,"Zhang Hanyu, Masaharu Fukuyama, Qi Wei, Ji-won Ha, Jun Kunimura, Angeles Woo, Nanami Sakuraba","China, Hong Kong",2018-05-04,2017,TV-MA,109 min,"Action & Adventure, International Movies",A Chinese pharmaceutical lawyer framed for a vile crime teams up with a sharp-witted Japanese detective to stop a dangerous corporate plot.
s4883,Movie,Thi Mai,Patricia Ferreira,"Carmen Machi, Adriana Ozores, Aitana Sánchez-Gijón, Dani Rovira, Eric Nguyen, Pedro Casablanc, José Troncoso, José Burgos, Ana López, Pedro Miguel Martínez, Nguyen Ngan Ha",Spain,2018-05-04,2017,TV-MA,99 min,"Comedies, Dramas, International Movies","Along with her two friends, a determined woman travels to Vietnam to bring home the baby her recently deceased daughter had planned to adopt."
s4884,Movie,Si saben cómo me pongo ¿pá qué me invitan?,Fernando Ayllón,"Ricardo Quevedo, Iván Marín, Freddy Beltrán, Nelson Polanía, Fabiola Posada, Liss Pereira, Jessica Sanjuan, Lina Cardona",Colombia,2018-05-03,2018,TV-MA,89 min,"Comedies, International Movies","When four unhappy couples attend a spiritual retreat at a resort to try and solve their relationship troubles, shenanigans ensue."
s4885,Movie,Jailbreak,Jimmy Henderson,"Jean-Paul Ly, Dara Our, Tharoth Sam, Dara Phang, Celine Tran, Savin Phillip, Sok Visal",Cambodia,2018-05-02,2017,TV-MA,92 min,"Action & Adventure, International Movies",Four cops escorting a mobster to a high-security prison fight for survival when a gang boss orchestrates a riot from outside to silence their charge.
s4886,Movie,Ajji,Devashish Makhija,"Sushama Deshpande, Abhishek Banerjee, Smita Tambe, Sharvani Suryavanshi, Vikas Kumar, Sadiya Siddiqui, Sudhir Pandey, Manuj Sharma",India,2018-05-01,2017,TV-MA,105 min,"Dramas, International Movies","When her small granddaughter is sexually assaulted by a powerful man and no justice is served, a poor, frail old woman plots her violent revenge."
s4887,Movie,CIA: Comrade in America,Amal Neerad,"Dulquer Salmaan, Karthika Muraleedharan, Siddique, Soubin Shahir, Dileesh Pothan, John Vijay, Chandini Sreedharan, Jinu Joseph, Sujith Shankar, Alencier Ley Lopez",India,2018-05-01,2017,TV-14,130 min,"Action & Adventure, Dramas, Independent Movies","A young man in Kerala has two weeks to stop the woman he loves from a fixed marriage in the U.S., but he doesn't have the papers to get there."
s4888,Movie,Coffee for All,"Fluvio Iannuci, Roly Santos",,"Italy, United States, Argentina",2018-05-01,2017,TV-PG,69 min,"Documentaries, International Movies","In Naples, Buenos Aires and New York, people reflect on the Neapolitan tradition of ""suspended coffee"" and how it changed their lives."
s4889,Movie,Darc,Julius R. Nasso,"Tony Schiena, Armand Assante, Kippei Shiina, Sho Ikushima, Vienna Hehir, Tetsu Watanabe, Grand Master John U. Kim, Dawn Olivieri",United States,2018-05-01,2018,TV-MA,98 min,"Action & Adventure, Independent Movies","To bring down a global human trafficking ring, an Interpol agent recruits the help of a brutal criminal with inside knowledge of the yakuza."
s4890,Movie,Despido Procedente,Lucas Figueroa,"Imanol Arias, Darío Grandinetti, Hugo Silva, Luis Luque, Miguel Ángel Solá, Tomás Pozzi, Valeria Alonso","Argentina, Spain",2018-05-01,2017,TV-MA,90 min,"Comedies, International Movies","A Spaniard working in Argentina sees his life upended after accidentally giving bad directions to a passerby, who demands compensation for the error."
s4891,Movie,John Mulaney: Kid Gorgeous at Radio City,Alex Timbers,John Mulaney,United States,2018-05-01,2018,TV-MA,65 min,Stand-Up Comedy,"John Mulaney relays stories from his childhood and “SNL,” eviscerates the value of college and laments getting older in this electric comedy special."
s4892,Movie,My Perfect Romance,Justin G. Dyck,"Kimberly-Sue Murray, Christopher Russell, Lauren Holly, Jodie Sweetin, Morgan Fairchild",Canada,2018-05-01,2018,PG,92 min,"Comedies, International Movies, Romantic Movies","Just in time for Valentine's Day, a program developer pitches a revolutionary dating algorithm to her new CEO, who volunteers them as guinea pigs."
s4893,Movie,Pocoyo & Cars,,"Stephen Fry, Alex Marty",,2018-05-01,2015,TV-Y,19 min,Movies,"Pocoyo gears up for exciting car races and learns that friends, teamwork and imagination are what matter the most."
s4895,Movie,Pocoyo Carnival,,"Stephen Fry, Alex Marty",,2018-05-01,2015,TV-Y,22 min,Movies,"To celebrate the carnival, everyone learns to dance to different music. Plus, Pocoyo's friends surprise him with something delicious."
s4896,Movie,Pocoyo Halloween: Space Halloween,,"Stephen Fry, Montana Smedley",United States,2018-05-01,2015,TV-Y,40 min,Movies,Pocoyo and his friends have a costume contest to celebrate Halloween and learn new things about planets and stars in space.
s4898,Movie,Pocoyo Special Sports,"Guillermo Garcia, David Cantolla",,,2018-05-01,2016,TV-Y,24 min,Movies,"Everyone is getting excited for the games. Pocoyo plays baseball and golf, and races with his friends. Ready, set, go!"
s4900,Movie,Sometimes,Priyadarshan,"Prakash Raj, Shreya Reddy, Ashok Selvan",India,2018-05-01,2016,TV-14,101 min,"Dramas, International Movies","Seven strangers anxiously waiting for their HIV test results decide to bribe the clinic receptionist to get them early, learning one is positive."
s4902,Movie,The Clapper,Dito Montiel,"Ed Helms, Amanda Seyfried, Tracy Morgan, Brenda Vaccaro, P.J. Byrne, Leah Remini, Mickey Gooch Jr., Adam Levine, Russell Peters, Alan Thicke",United States,2018-05-01,2017,R,90 min,"Comedies, Dramas, Independent Movies","A newcomer ekes out a living in LA as a professional audience member on infomercials, but life gets complicated when he's thrust into the spotlight."
s4903,Movie,Toc Toc,Vicente Villanueva,"Paco León, Alexandra Jiménez, Rossy de Palma, Nuria Herrero, Adrián Lastra, Oscar Martínez, Inma Cuevas, Ana Rujas, Carolina Lapausa",Spain,2018-05-01,2017,TV-MA,96 min,"Comedies, International Movies","A group of patients with OCD wait for their flight-delayed doctor to arrive for their appointments, forcing them to endure each other's oddball quirks."
s4905,Movie,Running Shaadi,Amit Roy,"Amit Sadh, Tapsee Pannu, Arsh Bajwa, Brijendra Kala, Mahavir Bhullar, Pankaj Jha, Neeta Mohindra",India,2018-04-30,2017,TV-14,115 min,"Comedies, International Movies, Romantic Movies","A Bihari migrant runs a successful service to help couples elope, until the daughter of his former boss stirs the pot."
s4906,Movie,The Price of Success,Teddy Lussi-Modeste,"Tahar Rahim, Maïwenn Le Besco, Roschdy Zem, Grégoire Colin, Sultan, Ali Marhyar, Camille Lellouche, Saïda Bekkouche, Meriem Serbah, Salma Lahmer",France,2018-04-30,2017,TV-MA,92 min,"Dramas, International Movies","Struggling to balance family ties and a career, a rising comedian of Parisian banlieue roots learns the true price of fame."
s4908,Movie,Candy Jar,Ben Shelton,"Christina Hendricks, Helen Hunt, Uzo Aduba, Sami Gayle, Jacob Latimore",United States,2018-04-27,2018,TV-14,93 min,"Children & Family Movies, Dramas, Romantic Movies",Dueling high school debate champs who are at odds on just about everything forge ahead with ambitious plans to get into the colleges of their dreams.
s4910,Movie,Holy Goalie,Curro Velázquez,"Karra Elejalde, Alain Hernández, Juan Manuel Montilla, Joel Bosqued, Macarena García, Tito Valverde, Paco Rueda, Guillermo Furiase, Txema Blasco, Paco Sagarzazu",Spain,2018-04-27,2017,TV-MA,95 min,"Comedies, International Movies, Sports Movies",A young priest coaches a team of uncoordinated monks in order to win a soccer tournament and save their monastery from being turned into a hotel.
s4912,Movie,The Rachel Divide,Laura Brownson,,United States,2018-04-27,2018,TV-MA,105 min,Documentaries,"Rachel Dolezal, her family and her critics reckon with the aftermath of a national debate sparked by questions about her racial identity."
